PORT CODE,DATE,IEC,HS CODE,GOODS DESCRIPTION,Master category,Model Name,Model Number,Capacity,Qty,Unit of measure,Price,Unit of measure.1,QUANTITY,UNIT,UNIT PRICE_INR,TOTAL VALUE_INR,UNIT PRICE_USD,TOTAL VALUE_USD,DUTY PAID_INR,Model,Material,USD Price
INNSA1,2025-10-01,301049751,73231000,8001-2 steel scrubber 2 pcs set (qty 336000 sets/usd 0.139 per sets)8001-2 steel scrubber 2 pcs set (qty 336000 sets/usd 0.139 p,NA,NA,NA,2 pcs,NA,NA,NA,NA,9800.0,kgs,456.1253897959184,4470028.82,5.133656609970945,50309.83477771527,1965024.7,NA,steel,usd 0.139
INNSA1,2025-09-27,301049751,73231000,oks-4156 steel scrubber 6pcs set (qty: 93360 pcs /usd 0.228per pcs)oks-4156 steel scrubber 6pcs set (qty: 93360 pcs /usd 0.228,NA,NA,NA,6pcs,NA,NA,NA,NA,7496.03,kgs,263.5713784496593,1975738.96,2.966475840738991,22236.7918964547,868534.9,NA,steel,usd 0.228
INNSA1,2025-09-27,301049751,73231000,8001-2 steel scrubber 2pcs set (qty: 168000 sets/usd 0.139 per sets)8001-2 steel scrubber 2pcs set (qty: 168000 sets/usd 0.139 p,NA,NA,NA,2pcs,NA,NA,NA,NA,4900.0,kgs,442.0729367346939,2166157.39,4.975497318342081,24379.9368598762,952242.8,NA,steel,usd 0.139
INNSA1,2025-09-24,301049751,73239990,am-321 steel drainer (qty:28752 pcs/usd 0.7050 per pcs) am-321 steel drainer (qty:28752 pcs/usd 0.7050 per pcs),NA,NA,NA,28752 pcs,NA,NA,NA,NA,3953.4,kgs,492.7319699499166,1947966.57,5.545660888575313,21924.21575689364,547378.6,NA,steel,usd 0.7050
INNSA1,2025-09-24,301049751,73239990,household steel hook 3pcs set (2628) (qty: 166608 set/usd 0.36 per set)household steel hook 3pcs set (2628) (qty: 166608 set/usd 0.,NA,NA,NA,3pcs,NA,NA,NA,NA,5646.16,kgs,971.5058004023972,5485277.19,10.93422397751714,61736.37805289815,1541362.8,NA,steel,usd 0.36
INNSA1,2025-09-24,301049751,73239990,np-55 steel tea strainer (qty:50400 pcs/usd 0.2710 per pcs) np-55 steel tea strainer (qty:50400 pcs/usd 0.2710 per pcs),NA,NA,NA,50400 pcs,NA,NA,NA,NA,2310.0,kgs,568.2142554112553,1312574.93,6.395208276997812,14772.93111986494,368833.6,NA,steel,usd 0.2710
INNSA1,2025-09-24,301049751,73239990,"household steel hook 3pcs set (3888) (qty:55,296 set/usd:0.24 per set)household steel hook 3pcs set (3888) (qty:55,296 set/usd:0.2",NA,NA,NA,3pcs,NA,NA,NA,NA,1843.2,kgs,689.9043023003472,1271631.61,7.764820509851968,14312.11716375915,357328.4,NA,steel,NA
INNSA1,2025-09-24,301049751,73239990,sb-12 steel tea strainer big (qty:1026 pcs/usd 0.9770 per pcs)sb-12 steel tea strainer big (qty:1026 pcs/usd 0.9770 per pc,NA,NA,NA,1026 pcs,NA,NA,NA,NA,250.8,kgs,384.0942583732057,96330.84,4.322951698066468,1084.19628587507,27069.0,NA,steel,usd 0.9770
INNSA1,2025-09-24,301049751,73239990,household steel hook 3 pcs set (2628) (qty:432 set/usd:0.360per set)household steel hook 3 pcs set (2628) (qty:432 set/usd:0.360,NA,NA,NA,3 pcs,NA,NA,NA,NA,14.64,kgs,987.6775956284152,14459.6,11.11623630420276,162.7416994935284,4063.1,NA,steel,NA
INNSA1,2025-09-23,301049751,73239990,mild steel multi function cloth stand (ryx-02-020) (qty: 1232 pcs/cny 101 per pcs)mild steel multi function cloth stand (ryx-02-020) (qty: 123,NA,NA,NA,1232 pcs,NA,NA,NA,NA,4004.0,kgs,434.3341333666334,1739073.87,4.888397674357157,19573.14428812606,488679.8,NA,steel,NA
INNSA1,2025-09-23,301049751,73239990,h2740 steel cutlery holder (qty:24960 pcs/ usd 1.46 per pcs) h2740 steel cutlery holder (qty:24960 pcs/ usd 1.46 per pcs),NA,NA,NA,24960 pcs,NA,NA,NA,NA,9776.0,kgs,347.6034666530278,3398171.49,3.912250609488215,38246.16195835679,954886.2,NA,steel,usd 1.46
INNSA1,2025-09-23,301049751,73239990,h2740 steel cutlery holder (qty:24960 pcs/ usd 1.46 per pcs)h2740 steel cutlery holder (qty:24960 pcs/ usd 1.46 per pcs,NA,NA,NA,24960 pcs,NA,NA,NA,NA,9776.0,kgs,347.6034185761047,3398171.02,3.912250068386097,38246.15666854248,954886.0,NA,steel,usd 1.46
INNSA1,2025-09-20,301049751,73239990,household steel hook 3pcs set (3888) (qty:153600 set/usd:0.24 per set)household steel hook 3pcs set (3888) (qty:153600 set/usd:0.2,NA,NA,NA,3pcs,NA,NA,NA,NA,5120.0,kgs,660.84275390625,3383514.9,7.437734990503658,38081.20315137873,1239719.9,NA,steel,NA
INNSA1,2025-09-10,301049751,73239990,"mild steel multi function cloth stand (ryx-02-020) (qty:1,232 pcs/cny:101.00 per pcs)mild steel multi function cloth stand (ryx-02-020) (qty:1,23",NA,NA,NA,232 pcs,NA,NA,NA,NA,4004.0,kgs,427.8509965034965,1713115.39,4.807314567455016,19248.48752808988,627685.5,NA,steel,NA
INNSA1,2025-09-09,301049751,73239990,steel basket big (sy-845-4) (qty:800 pcs/usd:0.9710 per pcs) steel basket big (sy-845-4) (qty:800 pcs/usd:0.9710 per pcs),NA,NA,NA,800 pcs,NA,NA,NA,NA,150.0,kgs,499.2998,74894.97,5.610110112359552,841.5165168539327,27441.5,NA,steel,NA
INNSA1,2025-09-05,301049751,73239990,mild steel multi function cloth stand (ryx-02-026-3s) (qty:1696 pcs/cny: 81.50 per pcs)mild steel multi function cloth stand (ryx-02-026-3s) (qty,NA,NA,NA,1696 pcs,NA,NA,NA,NA,6614.4,kgs,308.0440629535559,2037526.65,3.461169246669168,22893.55786516854,746549.7,NA,steel,NA
INNSA1,2025-09-02,301049751,73239990,sb-12 steel tea strainer big (qty:4842 pcs/usd 0.977 per pcs)sb-12 steel tea strainer big (qty:4842 pcs/usd 0.977 per pcs,NA,NA,NA,4842 pcs,NA,NA,NA,NA,1183.6,kgs,381.6843697194998,451761.62,4.342256765864617,5139.49510807736,165525.4,NA,steel,usd 0.977
INNSA1,2025-09-02,301049751,73239990,sy-845-4 steel basket big (qty 37200 pcs/usd 0.9691 per pcs) sy-845-4 steel basket big (qty 37200 pcs/usd 0.9691 per pcs),NA,NA,NA,37200 pcs,NA,NA,NA,NA,6975.0,kgs,506.1900172043012,3530675.37,5.758703267398193,40166.95529010239,1293639.5,NA,steel,usd 0.9691
INNSA1,2025-09-02,301049751,73239990,np-55 steel tea strainer (qty:50400 pcs/usd 0.270 per pcs) np-55 steel tea strainer (qty:50400 pcs/usd 0.270 per pcs),NA,NA,NA,50400 pcs,NA,NA,NA,NA,2310.0,kgs,562.5649134199134,1299524.95,6.400055897837468,14784.12912400455,476146.0,NA,steel,usd 0.270
INNSA1,2025-09-02,301049751,73239990,am-321 steel drainer (qty:21648 pcs/usd 0.702 per pcs) am-321 steel drainer (qty:21648 pcs/usd 0.702 per pcs),NA,NA,NA,21648 pcs,NA,NA,NA,NA,2976.6,kgs,487.5564066384466,1451260.4,5.546716799072201,16510.35722411831,531741.8,NA,steel,usd 0.702
INNSA1,2025-08-30,301049751,73239990,steel salt bottle (np-19) (qty: 36180 pc/usd 0.446 per pc) steel salt bottle (np-19) (qty: 36180 pc/usd 0.446 per pc),NA,NA,NA,NA,NA,NA,NA,NA,5628.0,kgs,271.1943105899076,1526281.58,3.085259506142294,17363.84050056883,559229.5,NA,steel,usd 0.446
INNSA1,2025-08-29,301049751,73231000,"steel scrubber 6pcs set (oks-4156) (qty:98,400 set/usd:0.228per set)steel scrubber 6pcs set (oks-4156) (qty:98,400 set/usd:0.228",NA,NA,NA,6pcs,NA,NA,NA,NA,8856.0,kgs,242.0626456639566,2143706.79,2.753841247599051,24388.0180887372,942373.5,NA,steel,NA
INNSA1,2025-08-23,301049751,73231000,steel scrubber (8001-12) (qty:263520 pcs/usd:0.078 per pcs) steel scrubber (8001-12) (qty:263520 pcs/usd:0.078 per pcs),NA,NA,NA,263520 pcs,NA,NA,NA,NA,4758.0,kgs,399.7661097099622,1902087.15,4.547964843116748,21639.21672354949,836157.4,NA,steel,NA
INNSA1,2025-08-23,301049751,73231000,steel scrubber 6 pcs set (gt001) (qty:1260 pcs/usd:0.238 perpcs)steel scrubber 6 pcs set (gt001) (qty:1260 pcs/usd:0.238 per,NA,NA,NA,6 pcs,NA,NA,NA,NA,180.0,kgs,154.1690555555556,27750.43,1.753914170142839,315.704550625711,12199.1,NA,steel,NA
INNSA1,2025-08-20,301049751,73239990,steel sprinkler (am-430) (qty: 30072 pcs/usd 0.578 per pcs) steel sprinkler (am-430) (qty: 30072 pcs/usd 0.578 per pcs),NA,NA,NA,30072 pcs,NA,NA,NA,NA,5012.0,kgs,326.0750738228252,1634288.27,3.680305573621053,18445.69153498872,598803.3,NA,steel,usd 0.578
INNSA1,2025-08-20,301049751,73239990,steel salt bottle (np-19) (qty: 36000 pcs/usd 0.445 per pcs) steel salt bottle (np-19) (qty: 36000 pcs/usd 0.445 per pcs),NA,NA,NA,36000 pcs,NA,NA,NA,NA,5600.0,kgs,268.9756428571429,1506263.6,3.035842470170913,17000.71783295711,551895.0,NA,steel,usd 0.445
INNSA1,2025-08-16,301049751,73231000,"steel scrubber 6pcs set (oks-4156) (qty:98,400 set/usd:0.228per set)steel scrubber 6pcs set (oks-4156) (qty:98,400 set/usd:0.228",NA,NA,NA,6pcs,NA,NA,NA,NA,8856.0,kgs,235.9864363143631,2089895.88,2.663503795873174,23587.98961625282,918718.2,NA,steel,NA
INNSA1,2025-08-07,301049751,73239990,steel basket square (sy-845-6) (qty: 4400 pcs/usd 0.702 perpcs)steel basket square (sy-845-6) (qty: 4400 pcs/usd 0.702 per,NA,NA,NA,4400 pcs,NA,NA,NA,NA,660.0,kgs,436.1330455,287847.81,5.024574256,3316.219009,105467.5,NA,steel,usd 0.702
INNSA1,2025-08-01,301049751,73231000,steel scrubber 2 pcs set (8001-2) (qty:336000 set/usd:0.139per set)steel scrubber 2 pcs set (8001-2) (qty:336000 set/usd:0.139,NA,NA,NA,2 pcs,NA,NA,NA,NA,9800.0,kgs,438.0730643,4293116.03,5.046924704,49459.8621,1887253.8,NA,steel,NA
INNSA1,2025-07-29,301049751,73239990,"steel tea strainer big (sb-12) (qty:1,332 pcs/usd:0.973 perpcs)steel tea strainer big (sb-12) (qty:1,332 pcs/usd:0.973 per",NA,NA,NA,332 pcs,NA,NA,NA,NA,325.6,kgs,371.794041769042,121056.14,4.28334149503504,1394.65599078341,44354.9,NA,steel,NA
INNSA1,2025-07-29,301049751,73239990,"steel tea strainer (np-55) (qty:1,00,800 pcs/usd:0.269 per pcs)steel tea strainer (np-55) (qty:1,00,800 pcs/usd:0.269 per p",NA,NA,NA,800 pcs,NA,NA,NA,NA,4620.0,kgs,548.200285714286,2532685.32,6.31567149440421,29178.4023041475,927975.9,NA,steel,NA
INNSA1,2025-07-28,301049751,73239990,"steel basket square (sy-845-6) (qty: 82,800 pcs/usd:0.7012 pcs)steel basket square (sy-845-6) (qty: 82,800 pcs/usd:0.7012 p",NA,NA,NA,800 pcs,NA,NA,NA,NA,12006.0,kgs,448.122178910545,5380154.88,5.16269791371595,61983.3511520737,1971288.8,NA,steel,NA
INNSA1,2025-07-23,301049751,73239990,steel cutlery holder (h2740) (qty: 24960 nos/usd 1.55 per nos)steel cutlery holder (h2740) (qty: 24960 nos/usd 1.55 per no,NA,NA,NA,24960 nos,NA,NA,NA,NA,9776.0,kgs,361.085180032733,3529968.72,4.15996751189785,40667.8423963134,1293380.5,NA,steel,usd 1.55
INNSA1,2025-07-22,301049751,73231000,steel scrubber 2 pcs set (8001-2) (qty:168000 sets/usd:0.139per pcs)steel scrubber 2 pcs set (8001-2) (qty:168000 sets/usd:0.139,NA,NA,NA,2 pcs,NA,NA,NA,NA,4900.0,kgs,448.699487755102,2198627.49,5.16934893727076,25329.8097926267,966516.6,NA,steel,NA
INNSA1,2025-07-17,301049751,73239990,steel sprinkler (am-430) (qty: 2880 pcs/usd 0.579 per pcs) steel sprinkler (am-430) (qty: 2880 pcs/usd 0.579 per pcs),NA,NA,NA,2880 pcs,NA,NA,NA,NA,528.0,kgs,297.140397727273,156890.13,3.44710438198692,1820.0711136891,57484.5,NA,steel,usd 0.579
INNSA1,2025-07-17,301049751,73239990,steel hand blender (sr-13) (qty: 540 pcs/usd 0.337 per pcs) steel hand blender (sr-13) (qty: 540 pcs/usd 0.337 per pcs),NA,NA,NA,540 pcs,NA,NA,NA,NA,33.0,kgs,518.840909090909,17121.75,6.01903606834001,198.62819025522,6273.4,NA,steel,usd 0.337
INNSA1,2025-07-17,301049751,73239990,steel salt bottle (np-19) (qty: 6624 pcs/usd 0.446 per pcs) steel salt bottle (np-19) (qty: 6624 pcs/usd 0.446 per pcs),NA,NA,NA,6624 pcs,NA,NA,NA,NA,1030.4,kgs,269.75735636646,277957.98,3.12943568870603,3224.57053364269,101843.9,NA,steel,usd 0.446
INNSA1,2025-07-17,301049751,73239390,steel filter ball with chain (sr-10) (qty: 540 pcs/usd 0.258per pcs)steel filter ball with chain (sr-10) (qty: 540 pcs/usd 0.25,NA,NA,NA,540 pcs,NA,NA,NA,NA,12.0,kgs,1087.74416666667,13052.93,12.6188418406806,151.426102088167,4782.7,NA,steel,usd 0.258
INNSA1,2025-07-16,301049751,73239990,steel hanger with hook (sl-89) (qty: 70056 pcs/cny 7.45 perpcs)steel hanger with hook (sl-89) (qty: 70056 pcs/cny 7.45 per,NA,NA,NA,70056 pcs,NA,NA,NA,NA,15568.0,kgs,416.915485611511,6490540.28,4.83660656161846,75296.2909512761,2378134.0,NA,steel,NA
INNSA1,2025-07-15,301049751,73239390,steel infuser (sr-20) (qty: 360 pcs/usd 0.743 per pcs) steel infuser (sr-20) (qty: 360 pcs/usd 0.743 per pcs),NA,NA,NA,360 pcs,NA,NA,NA,NA,15.0,kgs,1678.82466666667,25182.37,19.4759242072699,292.138863109049,9226.8,NA,steel,usd 0.743
INNSA1,2025-07-15,301049751,73239990,"mild steel multi function cloth stand (ryx-02-020) (qty:1,232 pcs/ cny:101 per pcs)mild steel multi function cloth stand (ryx-02-020) (qty:1,23",NA,NA,NA,232 pcs,NA,NA,NA,NA,4004.0,kgs,424.516780719281,1699765.19,4.92478863943481,19718.853712297,622793.9,NA,steel,NA
INNSA1,2025-07-10,301049751,73239990,sb-12 steel tea strainer big (qty:44226 pcs/usd 0.975 per pcs)sb-12 steel tea strainer big (qty:44226 pcs/usd 0.975 per pc,NA,NA,NA,44226 pcs,NA,NA,NA,NA,10810.8,kgs,394.952712102712,4269754.78,4.58181800583193,49533.1180974478,1564438.2,NA,steel,usd 0.975
INNSA1,2025-07-02,301049751,73231000,"steel scrubber 6pcs set (oks-4156) (qty:98,400 pcs/usd:0.228per pcs)steel scrubber 6pcs set (oks-4156) (qty:98,400 pcs/usd:0.228",NA,NA,NA,6pcs,NA,NA,NA,NA,9151.0,kgs,237.423678286526,2172664.08,2.70876986065632,24787.9529948659,955103.1,NA,steel,NA
INNSA1,2025-06-28,301049751,73231000,steel scrubber 2pcs set (8001-2) (qty: 168000 set/usd 0.142per set)steel scrubber 2pcs set (8001-2) (qty: 168000 set/usd 0.142,NA,NA,NA,2pcs,NA,NA,NA,NA,4900.0,kgs,468.819102,2297213.6,5.348763286,26208.9401,1009855.1,NA,steel,usd 0.142
INNSA1,2025-06-27,301049751,73239990,mild steel multi function cloth stand (ryx-02-020) (qty: 1232 pcs/cny 101 per pcs)mild steel multi function cloth stand (ryx-02-020) (qty: 123,NA,NA,NA,1232 pcs,NA,NA,NA,NA,4004.0,kgs,431.5472852,1727915.33,4.923528639,19713.80867,633108.2,NA,steel,NA
INNSA1,2025-06-25,301049751,73239990,steel sprinkler (am-430) (qty:528 pcs/usd:0.5776 per pcs) steel sprinkler (am-430) (qty:528 pcs/usd:0.5776 per pcs),NA,NA,NA,528 pcs,NA,NA,NA,NA,96.8,kgs,317.7392562,30757.16,3.625091343,350.908842,11269.4,NA,steel,NA
INNSA1,2025-06-25,301049751,73239990,steel cutlery holder (h2740) (qty:24960 nos/usd:1.55 per pcs)steel cutlery holder (h2740) (qty:24960 nos/usd:1.55 per pcs,NA,NA,NA,24960 nos,NA,NA,NA,NA,9776.0,kgs,367.9828744,3597400.58,4.198321442,41042.79042,1318087.6,NA,steel,NA
INNSA1,2025-06-23,301049751,73239990,steel sprinkler (am-430) (qty: 76968 pcs/usd 0.578 per pcs) steel sprinkler (am-430) (qty: 76968 pcs/usd 0.578 per pcs),NA,NA,NA,76968 pcs,NA,NA,NA,NA,14110.8,kgs,297.680578,4200511.1,3.39624162,47923.68625,1539067.2,NA,steel,usd 0.578
INNSA1,2025-06-23,301049751,73239990,steel salt bottle (np-19) (qty: 44100 pcs/usd 0.445 per pcs) steel salt bottle (np-19) (qty: 44100 pcs/usd 0.445 per pcs),NA,NA,NA,44100 pcs,NA,NA,NA,NA,6860.0,kgs,270.1087026,1852945.7,3.081673732,21140.2818,678919.3,NA,steel,usd 0.445
INNSA1,2025-06-10,301049751,73231000,steel scrubber 2pcs set (8001-2) (qty: 168000 set/usd 0.142per set)steel scrubber 2pcs set (8001-2) (qty: 168000 set/usd 0.142,NA,NA,NA,2pcs,NA,NA,NA,NA,4900.0,kgs,459.576667346939,2251925.67,5.2977137446333,25958.7973487032,989946.5,NA,steel,usd 0.142
INNSA1,2025-06-05,301049751,73239990,steel tea strainer big (sb-12) (qty:12600 pcs/usd:0.986 perpcs)steel tea strainer big (sb-12) (qty:12600 pcs/usd:0.986 per,NA,NA,NA,12600 pcs,NA,NA,NA,NA,3080.0,kgs,372.736003246753,1148026.89,4.31407411165224,13287.3482638889,420637.0,NA,steel,NA
INNSA1,2025-06-05,301049751,73239990,"steel drainer (am-321) (qty:50,856 pcs/usd:0.712 per pcs) steel drainer (am-321) (qty:50,856 pcs/usd:0.712 per pcs)",NA,NA,NA,856 pcs,NA,NA,NA,NA,6357.0,kgs,526.349990561586,3346006.89,6.09201377964798,38726.9315972222,1225976.9,NA,steel,NA
INNSA1,2025-06-05,301049751,73239990,household steel hook 3pcs set (2628) (qty:1332 pkt/usd:0.370per pkt)household steel hook 3pcs set (2628) (qty:1332 pkt/usd:0.370,NA,NA,NA,3pcs,NA,NA,NA,NA,45.14,kgs,985.659503766061,44492.67,11.4080961084035,514.961458333333,16302.1,NA,steel,NA
INNSA1,2025-06-05,301049751,73239990,steel tea strainer (np-55) (qty:50400 pcs/usd:0.277 per pcs) steel tea strainer (np-55) (qty:50400 pcs/usd:0.277 per pcs),NA,NA,NA,50400 pcs,NA,NA,NA,NA,2310.0,kgs,558.473974025974,1290074.88,6.46381914381914,14931.4222222222,472683.5,NA,steel,NA
INNSA1,2025-06-03,301049751,73231000,steel scrubber 6pcs set (oks-4156) (qty:98400 pcs/usd:0.238per pcs)steel scrubber 6pcs set (oks-4156) (qty:98400 pcs/usd:0.238,NA,NA,NA,6pcs,NA,NA,NA,NA,8856.0,kgs,238.020627822945,2107910.68,2.75486837758038,24397.1143518519,926637.5,NA,steel,NA
INNSA1,2025-05-27,301049751,73239990,mild steel multi function cloth stand (ryx-02-020) (qty: 2464 nos/usd 101 per cny)mild steel multi function cloth stand (ryx-02-020) (qty: 246,NA,NA,NA,2464 nos,NA,NA,NA,NA,8008.0,kgs,401.971275,3218985.97,4.652445312,37256.78206,1179436.5,NA,steel,usd 101
INNSA1,2025-05-26,301049751,73239990,mild steel multi function cloth stand (ryx-02-026-3s) (qty:848 nos/cny 81.50 per nos)mild steel multi function cloth stand (ryx-02-026-3s) (qty:,NA,NA,NA,848 nos,NA,NA,NA,NA,3307.2,kgs,284.2399552,940038.38,3.289814297,10880.07384,344430.1,NA,steel,NA
INNSA1,2025-05-23,301049751,73239990,steel salt bottle (np-19) (qty: 21924 pcs/usd 0.442 per pcs) steel salt bottle (np-19) (qty: 21924 pcs/usd 0.442 per pcs),NA,NA,NA,21924 pcs,NA,NA,NA,NA,3349.5,kgs,265.2749425,888538.42,3.070311835,10284.00949,325560.5,NA,steel,usd 0.442
INNSA1,2025-05-23,301049751,73239990,"steel tea strainer big (sb-12) (qty:12,600 pcs/usd:0.980 perpcs)steel tea strainer big (sb-12) (qty:12,600 pcs/usd:0.980 per",NA,NA,NA,600 pcs,NA,NA,NA,NA,3080.0,kgs,362.2134448,1115617.41,4.192285241,12912.23854,408762.2,NA,steel,NA
INNSA1,2025-05-23,301049751,73239990,"steel drainer (am-321) (qty:49,944 pcs/usd:0.708 per pcs) steel drainer (am-321) (qty:49,944 pcs/usd:0.708 per pcs)",NA,NA,NA,944 pcs,NA,NA,NA,NA,6243.0,kgs,511.7311997,3194737.88,5.922814812,36976.13287,1170552.0,NA,steel,NA
INNSA1,2025-05-23,301049751,73239990,"steel tea strainer (np-55) (qty:50,400 pcs/usd:0.275 per pcs)steel tea strainer (np-55) (qty:50,400 pcs/usd:0.275 per pcs",NA,NA,NA,400 pcs,NA,NA,NA,NA,2310.0,kgs,542.0881342,1252223.59,6.27416822,14493.32859,458814.7,NA,steel,NA
INNSA1,2025-05-20,301049751,73231000,steel scrubber (8001-12) (qty:276048 pcs/usd:0.08 per pcs) steel scrubber (8001-12) (qty:276048 pcs/usd:0.08 per pcs),NA,NA,NA,276048 pcs,NA,NA,NA,NA,4795.0,kgs,412.8381773,1979559.06,4.778219644,22911.56319,870214.2,NA,steel,NA
INNSA1,2025-05-20,301049751,73231000,steel scrubber 2pcs set (8001-2) (qty: 168000 set/usd 0.142per set)steel scrubber 2pcs set (8001-2) (qty: 168000 set/usd 0.142,NA,NA,NA,2pcs,NA,NA,NA,NA,4900.0,kgs,435.2433857,2132692.59,5.037539187,24683.94201,937531.7,NA,steel,usd 0.142
INNSA1,2025-05-12,301049751,73239990,steel sprinkler (am-430) (qty: 21600 pc/usd 0.571 per pc ) steel sprinkler (am-430) (qty: 21600 pc/usd 0.571 per pc ),NA,NA,NA,NA,NA,NA,NA,NA,3960.0,kgs,285.9887551,1132515.47,3.342942783,13238.05342,414953.7,NA,steel,usd 0.571
INNSA1,2025-05-12,301049751,73231000,steel scrubber 6pcs set (oks-4156) (qty: 94800 set/usd 0.23per set)steel scrubber 6pcs set (oks-4156) (qty: 94800 set/usd 0.23,NA,NA,NA,6pcs,NA,NA,NA,NA,7708.8,kgs,251.8633043,1941563.84,2.944047975,22695.07703,853511.5,NA,steel,usd 0.23
INNSA1,2025-05-09,301049751,73231000,ss scrubber 3pcs set (ss410) (qty:120720 sets/usd:0.16 per set)ss scrubber 3pcs set (ss410) (qty:120720 sets/usd:0.16 per s,NA,NA,NA,3pcs,NA,NA,NA,NA,7545.0,kgs,235.760001325381,1778809.21,2.75581532817511,20792.6266510812,781964.5,NA,NA,NA
INNSA1,2025-05-06,301049751,73239990,steel sprinkler (am-430) (qty: 19200 pcs/usd 0.5680 per pcs) steel sprinkler (am-430) (qty: 19200 pcs/usd 0.5680 per pcs),NA,NA,NA,19200 pcs,NA,NA,NA,NA,3200.0,kgs,311.870534375,997985.71,3.6454767314436,11665.5255406195,365661.9,NA,steel,usd 0.5680
INNSA1,2025-05-06,301049751,73231000,steel scrubber 2pcs set (8001-2) (qty: 168000 set/usd 0.142per set)steel scrubber 2pcs set (8001-2) (qty: 168000 set/usd 0.142,NA,NA,NA,2pcs,NA,NA,NA,NA,4900.0,kgs,432.708316326531,2120270.75,5.05795811018738,24783.9947399182,932071.1,NA,steel,usd 0.142
INNSA1,2025-05-06,301049751,73239990,steel salt bottle (np-19) (qty:28152 pcs/usd 0.4370 per pcs) steel salt bottle (np-19) (qty:28152 pcs/usd 0.4370 per pcs),NA,NA,NA,28152 pcs,NA,NA,NA,NA,4379.2,kgs,257.08125,1125810.21,3.00504091174752,13159.6751607247,412496.8,NA,steel,usd 0.4370
